name,race,background,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,day,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup
f1414c,Human,Hermit,Monk 3,Monk,Way of the Open Hand,3,,27,15,13,16,14,9,15,11,Athletics|Acrobatics|Religion|Medicine,05 25 18,NG,G,N,Human,,Quarterstaff|Dart|Unarmed Strike,01-03
8630f0,Firbolg,Acolyte,Cleric 3,Cleric,Grave Domain,3,,16,18,20,16,18,17,18,16,Religion|Insight|Medicine|Persuasion,08 12 18,LG,G,L,Firbolg,Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2,Mace|Dagger|Longsword,01-03
521eb9,Wood Elf,Custom,Druid 3,Druid,Circle of the Shepherd,3,,20,14,14,12,12,14,16,8,Nature|Animal Handling|Medicine|Perception|Survival,07 06 18,,NA,NA,Elf,Thorn Whip*0|Guidance*0|Healing Word*1|Animal Friendship*1|Ice Knife*1|Cure Wounds*1|Beast Sense*2|Heat Metal*2,Quarterstaff|Shortbow|Longsword,01-03
9.65E+18,Mountain Dwarf,Soldier,Ranger 3,Ranger,Hunter,3,,28,16,16,15,14,9,14,14,Athletics|Stealth|Perception|Survival|Intimidation,07 09 18,,NA,NA,Dwarf,,Handaxe|Longbow,01-03
f1199f,Human,Soldier,Fighter 3,Fighter,Battle Master,3,Linguist,23,16,14,16,8,11,14,12,Athletics|Sleight of Hand|Perception|Survival|Intimidation,06 28 18,,NA,NA,Human,,Rapier|Shortsword|Handaxe,01-03
c5ddda,Turtle,Sailor,Fighter 3,Fighter,Samurai,3,,36,16,16,12,14,10,12,12,Athletics|Acrobatics|Animal Handling|Perception|Survival|Performance,05 26 18,,NA,NA,Turtle,,"Crossbow, Heavy|Greataxe|Crossbow, Light",01-03
a12c42,Goblin,Acolyte,Wizard 3,Wizard,School of Evocation,3,,16,12,8,14,13,15,14,11,Arcana|Investigation|Religion|Insight,05 26 18,,NA,NA,Goblin,,Dagger,01-03
6cd6ef,Lightfoot Halfling,Criminal,Rogue 3,Rogue,Thief,3,,24,14,10,17,12,10,9,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,05 26 18,,NA,NA,Halfling,,Rapier|Shortbow|Dagger,01-03
6fef89,Hill Dwarf,Mercenary Veteran,Sorcerer 3,Sorcerer,Draconic Bloodline,3,,24,13,10,10,13,12,15,15,Athletics|Arcana|Deception|Persuasion,05 26 18,,NA,NA,Dwarf,,Quarterstaff|Dagger,01-03
b7e31d,Tiefling,Acolyte,Cleric 3,Cleric,War Domain,3,,21,18,13,12,10,12,15,14,History|Religion|Insight|Persuasion,05 26 18,,NA,NA,Tiefling,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2,"Warhammer|Crossbow, Light",01-03
f109bf,Human,Noble,Wizard 3,Wizard,School of Illusion,3,Prodigy,11,11,8,12,8,16,16,13,Arcana|History|Investigation|Perception|Persuasion,05 27 18,,NA,NA,Human,,Quarterstaff,01-03
a45bd0,Half-Elf,Mercenary Veteran,Fighter 3,Fighter,Champion,3,,28,18,16,14,13,10,10,14,Athletics|Acrobatics|Survival|Deception|Intimidation|Persuasion,05 26 18,,NA,NA,Half-Elf,,Greatsword|Handaxe,01-03
0a34ee,Human,Folk Hero,Paladin 3,Paladin,Oath of Devotion,3,Charger,29,18,16,10,12,10,13,14,Athletics|Religion|Animal Handling|Survival|Persuasion,05 26 18,,NA,NA,Human,Protection from Evil and Good*1|Sanctuary*1,Warhammer,01-03
1ae35a,Deep Gnome,Haunted One,Monk 3,Monk,Way of Shadow,3,,23,15,9,16,12,12,14,12,Acrobatics|Stealth|Arcana|Survival,05 26 18,,NA,NA,Gnome,,Handaxe|Dart|Unarmed Strike,01-03
6588f3,Dragonborn,Mercenary Veteran,Fighter 3,Fighter,Battle Master,3,,36,19,16,11,14,11,11,13,Athletics|Acrobatics|Intimidation|Persuasion,07 26 18,,NA,NA,Dragonborn,,"Lance|Crossbow, Light",01-03
1eb888,Wood Elf,Urchin,Monk 3,Monk,Way of the Open Hand,3,,29,15,12,17,14,10,14,8,Acrobatics|Sleight of Hand|Stealth|Insight|Perception,06 06 18,,NA,NA,Elf,,Shortsword|Unarmed Strike|Longbow|Dagger,01-03
65a106,Goblin,Sage,Druid 3,Druid,Circle of Dreams,3,,24,15,13,14,11,14,15,8,Arcana|History|Nature|Insight,07 09 18,CG,G,C,Goblin,,Scimitar,01-03
ee2cdf,Tiefling,Entertainer,Sorcerer 3,Sorcerer,Storm Sorcery,3,,21,12,8,14,12,14,10,17,Acrobatics|Arcana|Deception|Performance,07 09 18,,NA,NA,Tiefling,,Spear|Dagger,01-03
cc3115,Eladrin DMG,Acolyte,Cleric 3,Cleric,Life Domain,3,,24,18,8,14,10,14,15,14,History|Religion|Insight|Medicine|Perception,07 09 18,CN,N,C,,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Mace|Javelin,01-03
f11bbc,Mountain Dwarf,Mercenary Veteran,Barbarian 3,Barbarian,Path of the Zealot,3,,45,14,17,13,16,8,10,12,Athletics|Survival|Intimidation|Persuasion,06 28 18,CG,G,C,Dwarf,,Greataxe|Handaxe|Javelin,01-03
74591b,Human,Noble,Rogue 3,Rogue,Assassin,3,,24,14,9,16,11,14,13,15,Sleight of Hand|Stealth|History|Deception|Performance|Persuasion,06 28 18,,NA,NA,Human,,Rapier|Shortbow|Dagger,01-03
13e4e4,Human,Entertainer,Monk 3,Monk,Way of the Four Elements,3,,30,16,10,16,14,10,16,11,Athletics|Acrobatics|Stealth|Performance,07 29 18,,NA,NA,Human,,Quarterstaff|Dart|Unarmed Strike,01-03
24f0e8,Tiefling,Charlatan,Rogue 3,Rogue,Mastermind,3,,15,12,11,13,10,12,14,16,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,05 26 18,,NA,NA,Tiefling,,Rapier|Shortbow|Dagger,01-03
89e62b,High Elf,Sage,Wizard 3,Wizard,School of Evocation,3,,21,12,10,14,13,16,10,13,Arcana|History|Religion|Insight|Perception,05 26 18,,NA,NA,Elf,,Dagger,01-03
fc027e,Meadowguard,Guild Artisan,Paladin 3,Paladin,Oath of Free Commerce,3,,22,19,15,10,10,10,14,15,Athletics|Insight|Medicine|Persuasion,06 17 18,,NA,NA,,Identify*1|Unseen Servant*1,Longsword|Javelin,01-03
b3a26a,High Elf,Noble,Barbarian 3,Barbarian,Path of the Berserker,3,,29,14,15,16,13,11,8,12,Athletics|History|Perception|Intimidation|Persuasion,06 15 18,,NA,NA,Elf,True Strike*0,Halberd|Dagger|Javelin,01-03
e8c636,Wood Elf,Hermit,Monk 3,Monk,Way of the Four Elements,3,,20,15,10,17,13,12,15,8,Acrobatics|Stealth|Religion|Medicine|Perception,07 09 18,,NA,NA,Elf,,Shortsword|Dart|Unarmed Strike,01-03
dc62fe,Human,Noble,Fighter 3,Fighter,Battle Master,3,Shield Master,28,18,16,8,14,8,10,16,Athletics|History|Insight|Intimidation|Persuasion,07 31 18,CG,G,C,Human,,"Longsword|Crossbow, Light",01-03
3a4ac0,Lightfoot Halfling,Guild Artisan,Cleric 3,Cleric,Life Domain,3,,27,18,12,16,13,10,15,9,Religion|Insight|Medicine|Persuasion,06 06 18,,NA,NA,Halfling,Spare the Dying*0|Sacred Flame*0|Light*0|Cure Wounds*1|Detect Magic*1|Inflict Wounds*1|Healing Word*1|Spiritual Weapon*2|Shatter*2,"Mace|Crossbow, Light",01-03
ab4bee,Variant,Faction Agent/Outlander,Paladin 3,Paladin,Oath of Ancients,3,,39,19,17,14,19,12,16,20,Athletics|Nature|Religion|Insight|Persuasion,06 06 18,NG,G,N,Half-Elf,Fire Bolt*0|Booming Blade*0|Blade Ward*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel*1|Protection from Evil and Good*1|Heroism*1,Longsword|Javelin|Quarterstaff|Greatsword,01-03
b21eda,Stout Halfling,Knight,Paladin 3,Paladin,Oath of the Crown,3,,28,16,14,10,14,10,12,15,Athletics|History|Intimidation|Persuasion,08 17 18,,NA,NA,Halfling,Command*1|Compelled Duel*1,Longsword|Dagger,01-03
38def9,Dragonborn,Soldier,Paladin 3,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Athletics|Insight|Intimidation|Persuasion,07 26 18,CG,G,C,Dragonborn,Ensnaring Strike*1|Speak with Animals*1,Longsword|Javelin,01-03
5528fb,Dragonborn,Soldier,Paladin 3,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Athletics|Insight|Intimidation|Persuasion,07 25 18,CG,G,C,Dragonborn,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield of Faith*1,Longsword|Javelin,01-03
1bfc2a,Tiefling,Criminal,Warlock 3,Warlock,The Hexblade,3,,24,12,8,13,14,11,12,17,Stealth|Arcana|Deception|Intimidation,06 02 18,,NA,NA,Tiefling,,"Crossbow, Light|Dagger",01-03
30ba1f,Half-Orc,Outlander,Barbarian 3,Barbarian,Path of the Zealot,3,,35,13,16,12,15,8,12,11,Athletics|Stealth|Insight|Survival|Intimidation,06 10 18,CG,G,C,Half-Orc,,Greataxe|Javelin|Light hammer|Unarmed Strike,01-03
4d08e4,Goliath,Mercenary Veteran,Fighter 3,Fighter,Champion,3,,30,16,17,14,14,10,12,8,Athletics|Perception|Intimidation|Persuasion,08 04 18,,NA,NA,Goliath,,Maul|Trident|Handaxe,01-03
aaad34,Human,Hermit,Druid 3,Druid,Circle of the Moon,3,,27,15,11,15,14,9,16,13,Nature|Religion|Medicine|Survival,08 04 18,,NA,NA,Human,,Scimitar,01-03
0ff20d,Mountain Dwarf,Soldier,Barbarian 3,Barbarian,Path of the Ancestral Guardian,3,,35,14,17,13,16,8,12,10,Athletics|Animal Handling|Survival|Intimidation,05 27 18,,NA,NA,Dwarf,,Greataxe|Javelin,01-03
fc67e2,Human,Cloistered Scholar,Cleric 3,Cleric,Forge Domain,3,,24,16,14,11,15,13,9,16,Arcana|History|Insight|Persuasion,05 27 18,,NA,NA,Human,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Mace|Club,01-03
dd8b34,Forest Gnome,Entertainer,Sorcerer 3,Sorcerer,Wild Magic,3,,24,6,7,3,17,15,16,18,Acrobatics|Arcana|Performance|Persuasion,09 09 18,CG,G,C,Gnome,,"Crossbow, Light|Dagger",01-03
45c534,Goliath,Clan Crafter,Barbarian 3,Barbarian,Path of the Berserker,3,,35,14,17,12,16,8,8,13,Athletics|History|Insight|Perception|Intimidation,06 20 18,,NA,NA,Goliath,,Greataxe|Handaxe|Javelin,01-03
81919c,Human,Noble,Fighter 3,Fighter,Cavalier,3,Polearm Master,31,16,19,12,16,14,16,14,Athletics|History|Animal Handling|Insight|Perception|Persuasion,07 05 18,,NA,NA,Human,,Glaive|Pike|Handaxe,01-03
9482a9,Human,Far Traveler,Sorcerer 3,Sorcerer,Storm Sorcery,3,,14,15,10,14,10,14,10,16,Acrobatics|Stealth|Arcana|Investigation|Insight|Perception|Intimidation|Persuasion,07 19 18,CG,G,C,Human,Fire Bolt*0|Light*0|Shocking Grasp*0|Blade Ward*0|Mage Armor*1|Shield*1|Ice Knife*1|Scorching Ray*2,Quarterstaff,01-03
57c9b7,Tabaxi,Sailor,Monk 3,Monk,Way of the Open Hand,3,,18,15,10,17,12,10,15,10,Athletics|Acrobatics|Stealth|Insight|Perception,05 09 18,,NA,NA,Tabaxi,,Quarterstaff|Dart|Unarmed Strike,01-03
a77d96,High Elf,Custom,Ranger 3,Ranger,Beast Master,3,,34,16,13,20,18,14,15,11,Stealth|Nature|Animal Handling|Insight|Perception|Survival,06 18 18,,NA,NA,Elf,Fire Bolt*0|Cure Wounds*1|Hunter’s Mark*1,Shortsword|Longbow|Rapier,01-03
ae4c01,Human,Knight,Monk 3,Monk,Way of Tranquility,3,Mounted Combatant,24,15,8,16,14,12,14,10,Acrobatics|Stealth|History|Perception|Persuasion,05 20 18,,NA,NA,Human,,Shortsword|Dart|Unarmed Strike,01-03
f1fa28,Half-Elf,Mercenary Veteran,Ranger 3,Ranger,Beast Master,3,,32,16,10,16,14,13,13,10,Athletics|Stealth|Animal Handling|Insight|Medicine|Survival|Persuasion,04 07 18,,NA,NA,Half-Elf,,"Shortsword|Crossbow, Light",01-03
ad7875,Turtle,Hermit,Barbarian 3,Barbarian,Path of the Berserker,3,,32,19,19,12,14,8,12,13,Nature|Religion|Animal Handling|Medicine|Survival,04 08 18,,NA,NA,Turtle,,Greataxe|Handaxe|Javelin,01-03
aa5dea,Goliath,Entertainer,Bard 3,Bard,College of Swords,3,,27,12,16,12,16,8,13,16,Athletics|Acrobatics|Sleight of Hand|Deception|Performance|Persuasion,04 16 18,,NA,NA,Goliath,,Longsword|Dagger,01-03
aa5dea,Half-Orc,Knight,Fighter 3,Fighter,Champion,3,,29,16,19,14,15,11,9,9,Athletics|Nature|Perception|Intimidation|Persuasion,04 16 18,,NA,NA,Half-Orc,,Shortsword|Handaxe,01-03
8d0d65,Wood Elf,Folk Hero,Rogue 3,Rogue,Thief,3,,21,14,8,16,13,9,16,11,Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival|Deception,04 16 18,,NA,NA,Elf,,Rapier|Shortbow|Dagger,01-03
81e908,Human,Sage,Druid 3,Druid,Circle of the Land,3,,24,12,11,12,14,16,13,11,Arcana|History|Animal Handling|Perception,05 04 18,,NA,NA,Human,Thorn Whip*0|Druidcraft*0|Fog Cloud*1|Jump*1|Speak with Animals*1|Moonbeam*2|Locate Object*2|Spider Climb*2|Web*2,Scimitar|Dagger,01-03
92b0c2,Half-Elf,Hermit,Druid 3,Druid,Circle of the Shepherd,3,,24,11,11,11,15,13,17,16,Nature|Religion|Animal Handling|Insight|Medicine|Perception,05 04 18,NG,G,N,Half-Elf,Shillelagh*0|Produce Flame*0|Cure Wounds*1|Goodberry*1|Thunderwave*1|Charm Person*1|Moonbeam*2|Pass Without Trace*2,Spear|Handaxe,01-03
9b7748,Half-Orc,Outlander,Monk 3,Monk,Way of the Four Elements,3,,24,12,17,14,14,12,10,8,Athletics|History|Religion|Survival|Intimidation,05 04 18,,NA,NA,Half-Orc,,Unarmed Strike|Shortsword|Dart,01-03
c2103d,Half-Orc,Folk Hero,Monk 3,Monk,Way of the Drunken Master,3,,27,14,13,15,14,12,14,11,Acrobatics|Animal Handling|Insight|Survival|Intimidation|Performance,05 04 18,LG,G,L,Half-Orc,,Dart|Unarmed Strike|Quarterstaff,01-03
0596a4,Lightfoot Halfling,Criminal,Rogue 3,Rogue,Arcane Trickster,3,,21,14,15,16,13,12,10,9,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion,05 04 18,,NA,NA,Halfling,Mage Hand*0|Message*0|Disguise Self*1|Magic Missile*1,Rapier|Shortsword|Shortbow|Dagger,01-03
c02930,Half-Elf,Courtier,Bard 3,Bard,College of Lore,3,,24,13,10,14,14,9,12,17,Acrobatics|Sleight of Hand|History|Insight|Medicine|Deception|Performance|Persuasion,05 01 18,,NA,NA,Half-Elf,,Rapier|Dagger,01-03
59c905,Dragonborn,Acolyte,Barbarian 3,Barbarian,Path of the Berserker,3,,29,13,17,14,13,12,10,9,Religion|Insight,04 29 18,,NA,NA,Dragonborn,,Greataxe|Handaxe|Javelin,01-03
fa403a,Gray Dwarf,Urban Bounty Hunter,Ranger 3,Ranger,Hunter,3,,28,16,16,14,15,12,10,8,Nature|Animal Handling|Insight|Perception|Persuasion,05 06 18,,NA,NA,Dwarf,,Shortsword|Longbow,01-03
4b7f11,Wood Elf,Custom,Ranger 3,Ranger,Beast Master,3,,25,15,12,18,13,10,17,8,Stealth|Nature|Animal Handling|Insight|Perception|Survival,04 29 18,,NA,NA,Elf,,Shortsword|Longbow,01-03
b6cafc,Half-Elf,Acolyte,Rogue 3,Rogue,Assassin,3,,21,13,15,14,13,12,10,10,Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Intimidation|Performance|Persuasion,04 29 18,,NA,NA,Half-Elf,,Rapier|Shortbow|Dagger,01-03
1c5783,Stout Halfling,Barbarian Tribe Member,Barbarian 3,Barbarian,Path of the Berserker,3,,38,16,16,16,16,13,14,14,Athletics|Nature|Animal Handling|Survival,04 27 18,,NA,NA,Halfling,,Greataxe|Handaxe|Javelin,01-03
f43341,Human,Hermit,Monk 3,Monk,Way of the Open Hand,3,,27,17,12,18,16,14,17,13,Acrobatics|History|Religion|Medicine,04 24 18,,NA,NA,Human,,Club|Dart|Unarmed Strike,01-03
c4f9bf,Half-Orc,Knight,Paladin 3,Paladin,Oath of Vengeance,3,,28,18,19,10,14,12,10,17,Athletics|Arcana|Religion|Intimidation|Persuasion,04 24 18,,NA,NA,Half-Orc,Bane*1|Hunter’s Mark*1,Greataxe|Javelin,01-03
f22e11,Tiefling,Cloistered Scholar,Cleric 3,Cleric,Life Domain,3,,24,18,13,11,14,13,16,13,History|Religion|Insight|Medicine,04 24 18,,NA,NA,Tiefling,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,"Mace|Crossbow, Light",01-03
d9db19,Goblin,Charlatan,Rogue 3,Rogue,Assassin,3,,24,16,10,20,15,14,11,14,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,04 24 18,,NA,NA,Goblin,,Shortsword|Shortbow|Dagger,01-03
7ea9e1,Tabaxi,Urban Bounty Hunter,Rogue 3,Rogue,Assassin,3,,24,14,8,17,14,10,12,14,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,04 27 18,CN,N,C,Tabaxi,,Rapier|Shortbow|Dagger,01-03
6.00E+241,Triton,Knight,Fighter 3,Fighter,Samurai,3,,28,18,16,14,14,8,10,13,Athletics|Acrobatics|History|Insight|Persuasion,04 27 18,LG,G,L,Triton,,Lance|Handaxe,01-03
79f29c,Goliath,Barbarian Tribe Member,Barbarian 3,Barbarian,Path of the Zealot,3,,32,12,17,10,15,8,12,13,Athletics|Perception|Survival|Intimidation,04 27 18,,NA,NA,Goliath,,Greataxe|Handaxe|Javelin,01-03
aa5dea,Goliath,,Cleric 3,Cleric,Forge Domain,3,,31,18,16,13,16,8,16,12,Athletics|Insight|Survival|Persuasion,04 27 18,NN,N,N,Goliath,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Mace|Spear,01-03
ebf624,Human,Soldier,Ranger 3,Ranger,Hunter,3,Sharpshooter,25,14,13,16,13,8,14,10,Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation,05 02 18,,NA,NA,Human,,Shortsword|Longbow,01-03
29ca76,Goliath,Outlander,Ranger 3,Ranger,Hunter Conclave,3,,24,13,16,15,14,10,12,8,Athletics|Stealth|Nature|Animal Handling|Survival,05 03 18,NG,G,N,Goliath,,Longbow|Greataxe,01-03
4b30be,Human,Hermit,Monk 3,Monk,Way of the Kensei,3,,24,12,15,16,14,13,9,11,Athletics|Religion|Insight|Medicine,05 03 18,,NA,NA,Human,,Quarterstaff|Dart|Unarmed Strike,01-03
d43cfb,Dark Elf,Far Traveler,Fighter 3,Fighter,Eldritch Knight,3,,28,18,15,10,15,14,10,9,History|Animal Handling|Insight|Perception,04 26 18,,NA,NA,Elf,,"Longsword|Crossbow, Light",01-03
ed15b3,Human,Soldier,Rogue 3,Rogue,Assassin,3,Alert,24,15,9,16,14,14,14,11,Athletics|Acrobatics|Stealth|Insight|Perception|Deception|Intimidation,04 18 18,NN,N,N,Human,,Rapier|Shortbow|Dagger,01-03
38ef2c,Human,Far Traveler,Rogue 3,Rogue,Assassin,3,,24,14,9,16,15,14,11,13,Acrobatics|Stealth|Insight|Perception|Intimidation|Performance,05 03 18,,NA,NA,Human,,Rapier|Shortbow|Dagger,01-03
fd71db,Human,City Watch,Warlock 3,Warlock,The Celestial,3,Spell Sniper,24,13,10,14,14,16,14,18,Athletics|Investigation|Insight|Perception|Deception,05 03 18,LN,N,L,Human,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Mending*0|Mage Hand*0|Hex*1|Guiding Bolt*1|Cure Wounds*1,Dagger|Quarterstaff,01-03
e291c4,Hill Dwarf,Cloistered Scholar,Cleric 3,Cleric,Life Domain,3,,30,16,16,10,16,12,18,11,History|Religion|Insight|Medicine,05 03 18,,NA,NA,Dwarf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,"Warhammer|Crossbow, Light",01-03
e4a93c,Human,Noble,Sorcerer 3,Sorcerer,Draconic Bloodline,3,Spell Sniper,26,16,10,16,16,11,11,18,Arcana|History|Insight|Deception|Persuasion,05 03 18,NG,G,N,Human,,Quarterstaff|Dagger,01-03
1b4f23,Human,Acolyte,Cleric 3,Cleric,Tempest Domain,3,Magic Initiate,27,16,12,10,16,10,18,12,Religion|Insight|Medicine|Persuasion,05 03 18,,NA,NA,Human,Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2,"Warhammer|Crossbow, Light",01-03
b99519,Tabaxi,Sailor,Bard 3,Bard,College of Swords,3,,27,15,12,18,17,13,14,18,Athletics|Stealth|Arcana|Religion|Perception|Performance,04 19 18,,NA,NA,Tabaxi,,Rapier|Dagger,01-03
4626a0,Variant,Acolyte,Warlock 3,Warlock,The Great Old One,3,,30,12,12,12,15,13,15,20,Arcana|Religion|Insight|Deception,05 06 18,NE,E,N,Half-Elf,Eldritch Blast*0|Thunderclap*0|Friends*0|Dancing Lights*0|Fire Bolt*0|Vicious Mockery*0|Hellish Rebuke*1|Dissonant Whispers*1,Quarterstaff|Shortbow|Dagger,01-03
0048c5,Firbolg,Sage,Druid 3,Druid,Circle of the Moon,3,,21,14,11,13,12,14,17,8,Arcana|History|Nature|Insight,04 21 18,,NA,NA,Firbolg,,Quarterstaff|Javelin|Sling,01-03
7f550f,Variant,Faction Agent,Paladin 3,Paladin,Oath of Ancients,3,,28,18,15,12,14,10,8,17,Athletics|Religion|Insight|Perception|Intimidation|Persuasion,04 21 18,,NA,NA,Half-Elf,Ensnaring Strike*1|Speak with Animals*1,Longsword|Javelin,01-03
9cf749,Scourge Aasimar,Folk Hero,Paladin 3,Paladin,OathBreaker,3,,32,18,16,13,16,8,12,16,Athletics|Animal Handling|Survival|Intimidation,04 26 18,,NA,NA,Aasimar,Hellish Rebuke*1|Inflict Wounds*1,Longsword|Javelin,01-03
f22218,Scourge Aasimar,Knight,Fighter 3,Fighter,Samurai,3,,36,16,16,13,16,8,14,14,Athletics|Animal Handling|Insight|Perception,04 26 18,LG,G,L,Aasimar,,Longsword|Shortsword|Longbow,01-03
f55235,Centaur,Sailor,Rogue 3,Rogue,Thief,3,,21,13,16,15,12,10,14,8,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival,05 20 18,,NA,NA,,,Shortsword|Dagger,01-03
7924b7,Wood Elf,Acolyte,Cleric 3,Cleric,Life Domain,3,,27,15,10,14,12,12,17,16,Religion|Insight|Medicine|Perception|Persuasion,05 19 18,,NA,NA,Elf,Thaumaturgy*0|Friends*0|Bless*1|Cure Wounds*1|Detect Magic*1|Command*1|Guiding Bolt*1|Lesser Restoration*2|Spiritual Weapon*2,"Mace|Crossbow, Light",01-03
772dea,Turtle,Soldier,Barbarian 3,Barbarian,Path of the Totem Warrior,3,,38,18,20,14,18,9,14,15,Athletics|Animal Handling|Perception|Survival|Intimidation,05 20 18,,NA,NA,Turtle,,Greataxe|Handaxe|Javelin,01-03
640495,Half-Orc,Acolyte,Cleric 3,Cleric,Life Domain,3,,22,18,16,10,17,12,17,14,Religion|Insight|Medicine|Intimidation|Persuasion,05 17 18,,NA,NA,Half-Orc,Light*0|Mending*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Shield of Faith*1|Sanctuary*1|Healing Word*1|Inflict Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Blindness/Deafness*2,"Mace|Crossbow, Light",01-03
f74c74,Forest Gnome,Sage,Sorcerer 2,Sorcerer,Shadow Magic,2,,14,12,8,14,14,14,10,15,Arcana|History|Insight|Persuasion,07 18 18,,NA,NA,Gnome,,Dagger,01-03
b71418,Dragonborn,Outlander,Paladin 2,Paladin,,2,,18,16,14,15,13,10,8,15,Athletics|Insight|Survival|Intimidation,07 16 18,,NA,NA,Dragonborn,,Javelin|Longsword,01-03
95d4a1,Human,Cloistered Scholar,Wizard 2,Wizard,Lore Mastery,2,Linguist,16,11,8,13,14,17,10,12,Arcana|History|Investigation|Religion,09 07 18,,NA,NA,Human,,Quarterstaff,01-03
d3f09a,Forest Gnome,Outlander,Cleric 2,Cleric,Trickery Domain,2,,16,17,12,19,10,10,22,14,Athletics|Religion|Survival|Persuasion,09 01 18,,NA,NA,Gnome,Light*0|Sacred Flame*0|Mending*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Inflict Wounds*1|Guiding Bolt*1|Command*1,Mace|Shortbow,01-03
acfca6,Human,Criminal,Rogue 2,Rogue,,2,Skulker,19,16,14,16,16,13,11,13,Acrobatics|Stealth|Investigation|Insight|Perception|Deception|Persuasion,07 15 18,,NA,NA,Human,,Rapier|Shortbow|Dagger,01-03
2a41dd,Mountain Dwarf,Barbarian Tribe Member,Barbarian 2,Barbarian,,2,,34,16,22,13,20,12,1,16,Athletics|Perception|Survival|Intimidation,08 11 18,CG,G,C,Dwarf,,War pick|Unarmed Strike|Javelin,01-03
51b400,Dragonborn,Urban Bounty Hunter,Ranger 2,Ranger,,2,,16,16,16,16,10,13,14,15,Athletics|Stealth|Investigation|Insight|Perception,08 10 18,,NA,NA,Dragonborn,,Shortsword|Longbow,01-03
05948f,Forest Gnome,Folk Hero,Fighter 2,Fighter,,2,,20,16,15,12,14,15,10,9,Athletics|Animal Handling|Perception|Survival,06 05 18,CG,G,C,Gnome,,Lance|Handaxe,01-03
18b6f8,High Elf,Criminal,Rogue 2,Rogue,,2,,15,15,8,17,12,15,13,10,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Deception,06 29 18,,NA,NA,Elf,Mage Hand*0,Rapier|Shortbow|Dagger,01-03
5ce2f3,Goblin,Outlander,Rogue 2,Rogue,,2,,17,14,8,17,14,14,12,10,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Survival,08 31 18,CN,N,C,Goblin,,Shortsword|Shortbow|Dagger,01-03
7d35f9,Firbolg,Hermit,Druid 2,Druid,Circle of the Land,2,,6,13,12,14,13,10,19,12,Religion|Insight|Medicine|Perception,08 17 18,NG,G,N,Firbolg,Shillelagh*0|Guidance*0|Entangle*1|Faerie Fire*1|Healing Word*1|Thunderwave*1,Quarterstaff|Scimitar,01-03
67dd8d,Firbolg,Folk Hero,Fighter 2,Fighter,,2,,20,15,12,15,10,13,14,11,Athletics|Acrobatics|Animal Handling|Survival,08 17 18,,NA,NA,Firbolg,,,01-03
98c86e,Half-Orc,Noble,Druid 2,Druid,Circle of the Moon,2,,22,15,18,14,16,14,16,15,Arcana|History|Perception|Intimidation|Persuasion,06 09 18,,NA,NA,Half-Orc,Poison Spray*0|Thorn Whip*0,Scimitar,01-03
9.33E+89,High Elf,Noble,Cleric 2,Cleric,Trickery Domain,2,,15,16,8,17,12,12,14,12,History|Religion|Insight|Perception|Persuasion,06 10 18,,NA,NA,Elf,Charm Person*1|Disguise Self*1,Mace|Dagger,01-03
d2bd0f,Hill Dwarf,Soldier,Cleric 2,Cleric,Life Domain,2,,17,17,14,13,16,10,16,14,Athletics|Religion|Insight|Intimidation,07 04 18,NG,G,N,Dwarf,Light*0|Sacred Flame*0|Thaumaturgy*0|Bless*1|Cure Wounds*1,Warhammer|Handaxe,01-03
